コマンドライン(1位),ディープインパクト,コンドコマンド,Yearly Report,Tiz Wonderful,ウインドインハーヘア,サンデーサイレンス,Halo,Wishing Well,Alzao,Burghclere,Tiznow,Evil,General Meeting,Fiscal Year
ディーンズリスター(2位),ディープインパクト,ラヴズオンリーミー,Monevassia,Storm Cat,ウインドインハーヘア,サンデーサイレンス,Halo,Wishing Well,Alzao,Burghclere,Storm Bird,Terlingua,Mr. Prospector,Miesque
レッドベルアーム(3位),ハーツクライ,レッドファンタジア,Cat Chat,Unbirdled's Song,アイリッシュダンス,サンデーサイレンス,Halo,Wishing Well,トニービン,ビューパーダンス,Unbridled,Trolley Song,Storm Cat,Phone Chatter
コリエンテス(4位),ディープインパクト,イスパニダ,Historia,Pure Prize,ウインドインハーヘア,サンデーサイレンス,Halo,Wishing Well,Alzao,Burghclere,Storm Cat,Heavenly Prize,フレンチデプュティ,Honoris Causa
フィデル(5位),ハーツクライ,ラッキトゥビーミー,Belle Erzulie,Bernstein,アイリッシュダンス,サンデーサイレンス,Halo,Wishing Well,トニービン,ビューパーダンス,Storm Cat,La Affirmed,Pulpit,Fancy Freda
ダンテスヴュー(6位),キングカメハメハ,クロウキャニオン,クロカミ,フレンチデプュティ,マンファス,Kingmambo,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Deputy Minister,Mitterand,Caerleon,ミルド
マイシンフォニー(7位),ディープインパクト,テディーズプロミス,Braids and Beads,Salt Lake,ウインドインハーヘア,サンデーサイレンス,Halo,Wishing Well,Alzao,Burghclere,Deputy Minister,Take Lady Anne,Capote,Alydar's Promise
ベルクレスタ(8位),ドゥラメンテ,ベルアリュールⅡ,Mare Aux Fees,Numerous,アドマイヤグルーヴ,キングカメハメハ,Kingmambo,マンファス,サンデーサイレンス,エアグルーヴ,Mr. Prospector,Number,Kenmare,Feerie Boreale
キラーアビリティ(9位),ディープインパクト,キラーグレイシス,Heatherdoesntbluff,Congaree,ウインインハーヘア,サンデーサイレンス,Halo,Wishing Well,Alzao,Burghclere,アラジ,Mari's Sheba,Old Trieste,Michigan Bluff
アルファヒディ(10位),ハーツクライ,ドバイマジェスティ,Great Majesty,Essence of Dubai,アイリッシュダンス,サンデーサイレンス,Halo,Wishing Well,トニービン,ビューパーダンス,Pulpit,Epitome,Great Above,Mistic Majesty
